phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,IsoButene[0.46]&DiethylEther[0.54],mixture,IsoButene,DiethylEther,0.46,444.33939999999996,4090169.3541236985,0.10930261507417578,21.902777291264478,2.0557854768895285,1.0
INIT,2,R113[0.48]&SulfurDioxide[0.52],mixture,R113,SulfurDioxide,0.48,457.79359999999997,6349848.584341384,0.10161049975524139,28.42455536062036,3.7740223349529916,2.0
INIT,3,DimethylCarbonate[0.50]&n-Decane[0.50],mixture,DimethylCarbonate,n-Decane,0.5,583.3380721562501,3625391.434599733,0.08045095514035144,0.9726442060582017,0.07641467503068959,3.0
INIT,4,MD2M[0.49]&MM[0.51],mixture,MD2M,MM,0.49,558.2429999999999,1437747.5865682478,0.06455362618455095,0.5707733829639648,0.03447631991769874,4.0
INIT,5,n-Undecane[0.50]&MD3M[0.50],mixture,n-Undecane,MD3M,0.5,633.88,1282937.9997054203,-0.05,-1.0,-1.0,5.0
OPT,1,SulfurDioxide[0.50]&R113[0.50],mixture,SulfurDioxide,R113,0.5,458.92499999999995,6250441.758096291,0.10443542455082164,26.45567777429168,3.212565198936265,6.0
OPT,2,SulfurDioxide[0.50]&DiethylEther[0.50],mixture,SulfurDioxide,DiethylEther,0.5,465.3315381257812,5796034.132675404,0.11873108103573383,25.209649710800885,1.97508255544084,7.0
OPT,3,SulfurDioxide[0.49]&R113[0.51],mixture,SulfurDioxide,R113,0.49,459.4907,6200135.829907548,0.10498445334477402,27.1236716538467,3.1953530562807546,8.0
OPT,4,SulfurDioxide[0.05]&Water[0.95],mixture,SulfurDioxide,Water,0.05,644.1890979971547,24410187.99087027,0.006427214654921127,4.670839177671709,4.069303765681605,9.0
OPT,5,SulfurDioxide[0.05]&HeavyWater[0.95],mixture,SulfurDioxide,HeavyWater,0.05,633.18665,19445486.586876247,0.14171374428232425,3.2255678711975815,0.052369708036916846,10.0
OPT,6,HeavyWater[0.50]&SulfurDioxide[0.50],mixture,HeavyWater,SulfurDioxide,0.5,537.2435,8684228.742554167,0.08707626840557087,7.702200187359181,0.9951792713245913,11.0
OPT,7,HeavyWater[0.42]&DiethylEther[0.58],mixture,HeavyWater,DiethylEther,0.42,541.10174,9823949.749497667,0.1152468507302707,10.422539364141508,0.7897478722760203,12.0
OPT,8,HeavyWater[0.34]&DiethylEther[0.66],mixture,HeavyWater,DiethylEther,0.34,526.92998,8503135.512005076,-0.05,-1.0,-1.0,13.0
OPT,10,HeavyWater[0.24]&DimethylCarbonate[0.76],mixture,HeavyWater,DimethylCarbonate,0.24,577.84328,8317904.398006005,0.052429038625731374,5.330293249638729,1.9515456596541645,14.0
OPT,11,HeavyWater[0.33]&SulfurDioxide[0.67],mixture,HeavyWater,SulfurDioxide,0.33,500.99831,6889175.817200289,0.07084720653789361,8.750175180640465,1.990879683844416,15.0
OPT,14,HeavyWater[0.35]&SulfurDioxide[0.65],mixture,HeavyWater,SulfurDioxide,0.35000000000000003,505.26244999999994,7017981.730796722,0.07737318265397117,10.159133546710189,1.9701541411595194,16.0
